"gene","GTExN7MScountsREPROCESSED","GTExNFK9countsREPROCESSED","GTExO5YTcountsREPROCESSED","GDC2821countsREPROCESSED","GDC2828countsREPROCESSED","GDC2839countsREPROCESSED","padj","symbol","rank","rank_change"
"ENSG00000137078",270,598,112,95,61,16,2.08518761398754e-05,"SIT1",1562,497
"ENSG00000276545",0,0,0,53,78,163,2.08697910236326e-05,"PCDHGB9P",1563,728
"ENSG00000231233",13,39,101,17,8,5,2.08768738040679e-05,"CFAP58-DT",1564,1316
"ENSG00000278989",1,3,2,161,85,191,2.09848912536696e-05,"AP001148.1",1565,-102
"ENSG00000262879",57,78,44,2430,1193,2362,2.10171280198508e-05,"AC005670.3",1566,-452
"ENSG00000198131",76,43,118,2277,1195,1179,2.11574185202316e-05,"ZNF544",1567,1111
"ENSG00000011258",208,175,384,2837,3273,3660,2.12427292747046e-05,"MBTD1",1568,1187
"ENSG00000126432",1309,1290,5186,1635,699,873,2.12879960986162e-05,"PRDX5",1569,502
"ENSG00000108823",32,25,24,12,7,3,2.13105643607986e-05,"SGCA",1570,4712
"ENSG00000248863",1,0,0,130,103,121,2.13332268012009e-05,"AC097376.2",1571,-714
"ENSG00000173214",164,60,92,2685,3420,3786,2.14350165835915e-05,"MFSD4B",1572,-6
"ENSG00000126709",360,300,2956,313,157,226,2.14360257910135e-05,"IFI6",1573,776
"ENSG00000174715",0,1,1,127,104,317,2.14360257910135e-05,"PPIAP72",1574,-732
"ENSG00000251034",17,22,22,473,580,321,2.1437329619623e-05,"AC087854.1",1575,1424
"ENSG00000104957",758,752,1151,1039,790,831,2.14380878506961e-05,"CCDC130",1576,1199
"ENSG00000173391",424,167,11,23,21,8,2.14595707513868e-05,"OLR1",1577,987
"ENSG00000287727",1,2,0,138,106,145,2.15016635284024e-05,"AL139423.2",1578,NA
"ENSG00000100417",129,157,338,100,146,47,2.15421330739617e-05,"PMM1",1579,-29
"ENSG00000197249",14852,22225,214105,1535,11985,852,2.15421330739617e-05,"SERPINA1",1580,581
"ENSG00000166938",152,190,213,2767,2925,2541,2.17009209223639e-05,"DIS3L",1581,482
"ENSG00000259366",19,7,16,515,300,355,2.17666887473776e-05,"AC108449.2",1582,-1071
"ENSG00000267551",28,10,19,1400,363,808,2.17666887473776e-05,"AC005264.1",1583,-836
"ENSG00000130734",393,386,830,466,227,403,2.18836732946798e-05,"ATG4D",1584,829
"ENSG00000143761",7754,6015,16330,7878,9566,5895,2.18944425442195e-05,"ARF1",1585,605
"ENSG00000166592",20,28,17,7,1,2,2.19177135009249e-05,"RRAD",1586,3982
"ENSG00000243107",2,0,0,177,111,162,2.20304952651128e-05,"AC000120.1",1587,-439
"ENSG00000266088",25,71,14,5,0,4,2.21561204910544e-05,"AC004585.1",1588,3362
"ENSG00000138336",15,7,5,418,296,547,2.21755545388946e-05,"TET1",1589,1034
"ENSG00000216285",9,18,50,4,7,2,2.22055066981527e-05,"AC078819.1",1590,7685
"ENSG00000276070",417,1492,13,47,1,5,2.22647938314531e-05,"CCL4L2",1591,704
"ENSG00000105520",2574,1217,9769,1306,1286,325,2.22705299893763e-05,"PLPPR2",1592,591
"ENSG00000179632",2091,1937,2921,2720,1901,1949,2.22966841515964e-05,"MAF1",1593,270
"ENSG00000237264",53,43,126,2,20,1,2.23625149191346e-05,"FTH1P11",1594,837
"ENSG00000125686",268,278,534,4288,4298,3549,2.23792308630835e-05,"MED1",1595,532
"ENSG00000176349",2,0,0,157,167,113,2.23792308630835e-05,"AC104129.1",1596,-104
"ENSG00000135404",3567,4065,40627,2839,3243,2373,2.24151037557455e-05,"CD63",1597,867
"ENSG00000161036",540,448,801,540,249,441,2.24633861311533e-05,"LRWD1",1598,942
"ENSG00000163221",1158,5658,176933,985,2046,34,2.24928295077608e-05,"S100A12",1599,553
"ENSG00000142784",3561,2764,9346,4112,3227,3782,2.2535951447585e-05,"WDTC1",1600,867
"ENSG00000169862",15,3,103,2,1,2,2.26611509488818e-05,"CTNND2",1601,2692
"ENSG00000197948",1075,718,1467,1131,931,924,2.26900105608034e-05,"FCHSD1",1602,669
"ENSG00000125148",766,398,727,198,329,57,2.28527688292439e-05,"MT2A",1603,766
"ENSG00000242893",0,0,0,63,169,59,2.30169953221709e-05,"RN7SL413P",1604,-119
"ENSG00000076706",64,129,203,93,42,34,2.30729435449941e-05,"MCAM",1605,3116
"ENSG00000259924",8,1,1,311,298,241,2.30890262570676e-05,"AC011939.1",1606,1879
"ENSG00000231789",4,0,1,171,352,117,2.32367235544106e-05,"PIK3CD-AS2",1607,-569
"ENSG00000120738",237,363,42,21853,10802,31133,2.33345966029752e-05,"EGR1",1608,1162
"ENSG00000143498",10,16,21,291,281,369,2.33890283777595e-05,"TAF1A",1609,26
"ENSG00000267503",0,0,0,44,114,114,2.3490220369245e-05,"AP005131.3",1610,-112
"ENSG00000229622",2,2,0,107,143,187,2.35145172751551e-05,"MTND5P2",1611,-14
"ENSG00000101639",239,149,515,4155,4474,4681,2.35206675907444e-05,"CEP192",1612,945
"ENSG00000203811",46,80,12,6,0,5,2.35468438378713e-05,"H3C14",1613,NA
"ENSG00000225778",1,2,0,66,356,253,2.36400271654801e-05,"PROSER2-AS1",1614,-105
"ENSG00000049883",48,50,81,1166,681,943,2.38032837234957e-05,"PTCD2",1615,818
"ENSG00000156531",72,96,189,1440,1831,2156,2.38032837234957e-05,"PHF6",1616,1071
"ENSG00000232915",0,0,0,62,92,70,2.38032837234957e-05,"RNF14P1",1617,-120
"ENSG00000232027",1,2,11,197,157,334,2.38746886412608e-05,"AL671986.1",1618,2710
"ENSG00000287351",4,3,0,158,277,203,2.38746886412608e-05,"AC092120.3",1619,NA
"ENSG00000136997",268,260,470,5445,3347,4674,2.38949285557354e-05,"MYC",1620,3074
"ENSG00000162391",1,0,0,250,82,115,2.39164214719534e-05,"FAM151A",1621,-176
"ENSG00000234788",0,0,0,81,97,53,2.39943216962243e-05,"HSPA8P3",1622,-158
"ENSG00000163596",42,25,48,543,1585,1082,2.40079333839256e-05,"ICA1L",1623,417
"ENSG00000116824",887,2815,586,370,236,39,2.41667169559335e-05,"CD2",1624,572
"ENSG00000205155",75,85,275,32,71,70,2.4231689756727e-05,"PSENEN",1625,-1377
"ENSG00000157181",70,69,140,1095,1120,1249,2.42518223196153e-05,"ODR4",1626,753
"ENSG00000117400",22,12,18,4436,314,680,2.42714520397015e-05,"MPL",1627,-1072
"ENSG00000288065",1,0,5,130,130,125,2.42714520397015e-05,"AC007881.4",1628,NA
"ENSG00000259209",2,1,1,90,129,136,2.43287208017958e-05,"AC004943.1",1629,1253
"ENSG00000082805",201,200,384,3569,3395,2513,2.4335863470285e-05,"ERC1",1630,529
"ENSG00000072110",7903,5620,21676,9025,5615,6462,2.43510738245516e-05,"ACTN1",1631,1032
"ENSG00000270124",2,0,0,139,124,163,2.45481980413804e-05,"AC092127.2",1632,-463
"ENSG00000005700",139,216,273,2922,4357,3023,2.4564709567313e-05,"IBTK",1633,993
"ENSG00000075711",259,174,409,3935,3293,3463,2.45800712194189e-05,"DLG1",1634,305
"ENSG00000204388",8417,1088,447,172,145,544,2.46425418835391e-05,"HSPA1B",1635,59
"ENSG00000128040",4,5,3,502,44,2083,2.47265767717286e-05,"SPINK2",1636,744
"ENSG00000205352",1368,1534,8286,975,1522,1168,2.47265767717286e-05,"PRR13",1637,-973
"ENSG00000187837",1115,281,2895,107,143,455,2.49260859930263e-05,"H1-2",1638,1160
"ENSG00000115368",120,166,206,2438,2142,2224,2.50832205000255e-05,"WDR75",1639,995
"ENSG00000133401",16,16,55,626,422,693,2.51598798857633e-05,"PDZD2",1640,-672
"ENSG00000129170",31,18,17,2,0,5,2.54099510571805e-05,"CSRP3",1641,2764
"ENSG00000182685",102,79,117,80,81,51,2.55687260745417e-05,"BRICD5",1642,-770
"ENSG00000154743",44,42,26,1082,897,1362,2.5604499769831e-05,"TSEN2",1643,1080
"ENSG00000183484",553,797,1892,430,831,392,2.5604499769831e-05,"GPR132",1644,604
"ENSG00000225940",7,10,61,2,2,0,2.56883467332994e-05,"C5orf67",1645,3595
"ENSG00000159496",277,706,8484,465,161,206,2.57681432781088e-05,"RGL4",1646,751
"ENSG00000215305",655,743,1675,1057,661,614,2.61481391555087e-05,"VPS16",1647,353
"ENSG00000103653",3279,4572,12072,5056,4428,3246,2.61545760912614e-05,"CSK",1648,1005
"ENSG00000279410",3,1,0,135,121,181,2.62226472819212e-05,"AC099494.1",1649,2559
"ENSG00000146859",978,436,1800,786,514,462,2.6256410396221e-05,"TMEM140",1650,223
"ENSG00000228474",655,658,843,549,649,697,2.6284265798704e-05,"OST4",1651,-868
"ENSG00000151715",59,64,351,28,41,58,2.63863605312877e-05,"TMEM45B",1652,1599
"ENSG00000228599",2,1,0,134,98,172,2.63863605312877e-05,"RPL7P52",1653,18
"ENSG00000144567",2219,2123,5790,2676,2956,2838,2.64391225062895e-05,"RETREG2",1654,690
"ENSG00000279957",0,0,1,83,127,175,2.65710487271838e-05,"AC110769.3",1655,30
"ENSG00000168394",2414,1365,8325,1807,1624,726,2.65851982277044e-05,"TAP1",1656,1137
"ENSG00000104946",1273,682,1521,1034,765,871,2.6620869000578e-05,"TBC1D17",1657,1821
"ENSG00000260293",1,2,3,238,71,151,2.67128466185626e-05,"AC106820.4",1658,239
"ENSG00000133275",2638,1849,3321,2854,2150,1932,2.67169343744671e-05,"CSNK1G2",1659,936
"ENSG00000234062",6,2,4,128,171,212,2.67562089765726e-05,"AL390879.1",1660,2035
"ENSG00000013725",3236,2062,618,709,149,119,2.68099819362085e-05,"CD6",1661,860
"ENSG00000164821",1476,90,28,39,20,36,2.70288187808802e-05,"DEFA4",1662,611
"ENSG00000056277",32,26,31,579,488,560,2.70379406292224e-05,"ZNF280C",1663,1403
"ENSG00000279106",3,3,3,128,334,109,2.71727971126696e-05,"AC009093.7",1664,-131
"ENSG00000258904",1,0,0,117,93,141,2.72007848950513e-05,"AL157871.5",1665,-766
"ENSG00000135631",138,421,136,72,20,5,2.72945650546471e-05,"RAB11FIP5",1666,575
"ENSG00000128482",19,17,41,10,3,1,2.73965357203864e-05,"RNF112",1667,548
"ENSG00000111802",775,1194,3659,768,1135,879,2.75053087647938e-05,"TDP2",1668,682
"ENSG00000087470",291,264,699,4834,5300,5171,2.75851112397513e-05,"DNM1L",1669,1286
"ENSG00000196605",24,29,37,417,714,588,2.7737790465033e-05,"ZNF846",1670,-43
"ENSG00000135447",109,39,31,18,16,15,2.78156893078281e-05,"PPP1R1A",1671,2661
"ENSG00000135525",34,16,47,2413,334,2361,2.78156893078281e-05,"MAP7",1672,232
"ENSG00000223552",20,25,51,11,19,9,2.78156893078281e-05,"CCR5AS",1673,4143
"ENSG00000175161",4,13,58,0,1,0,2.79690070989351e-05,"CADM2",1674,2112
"ENSG00000146243",9,5,19,245,292,920,2.8058525417032e-05,"IRAK1BP1",1675,333
"ENSG00000005075",297,350,1156,386,375,301,2.80786898687857e-05,"POLR2J",1676,720
"ENSG00000135063",12,30,19,6,1,2,2.86213996433801e-05,"FAM189A2",1677,4573
"ENSG00000276600",12,27,6,1042,505,1467,2.88387988949955e-05,"RAB7B",1678,1332
"ENSG00000260949",0,0,0,166,34,113,2.8938401530214e-05,"AP006545.1",1679,613
"ENSG00000163516",1778,845,2833,1398,1289,987,2.90426237496151e-05,"ANKZF1",1680,2788
"ENSG00000267365",4,22,71,3,0,2,2.90623693355197e-05,"KCNJ2-AS1",1681,-42
"ENSG00000197582",263,407,16,24,31,28,2.91734797450746e-05,"GPX1P1",1682,3251
"ENSG00000105669",1001,1547,3572,1637,1399,1279,2.95922993017892e-05,"COPE",1683,-1113
"ENSG00000064313",163,173,295,2401,2327,2326,2.96409965889451e-05,"TAF2",1684,1216
"ENSG00000187792",52,23,12,1799,1095,1812,2.96409965889451e-05,"ZNF70",1685,758
"ENSG00000277035",0,0,0,80,72,58,2.96409965889451e-05,"AC096552.1",1686,-149
"ENSG00000274210",3,0,0,165,149,122,2.97420341356563e-05,"RNVU1-27",1687,362
"ENSG00000126895",13,5,6,417,284,226,2.98255287191415e-05,"AVPR2",1688,-343
"ENSG00000267710",1,7,0,229,574,408,3.00337147363212e-05,"EDDM13",1689,830
"ENSG00000122122",3068,4699,12586,3319,4210,4342,3.01420320134228e-05,"SASH3",1690,765
"ENSG00000231131",0,3,0,255,88,637,3.01420320134228e-05,"LNCAROD",1691,-980
"ENSG00000162910",531,284,297,233,172,195,3.01508431241994e-05,"MRPL55",1692,1182
"ENSG00000236018",2,1,5,102,119,162,3.03067350575298e-05,"AC004898.1",1693,799
"ENSG00000279176",7,0,0,395,547,403,3.03113492907792e-05,"AC079316.2",1694,1377
"ENSG00000230022",0,0,0,59,72,82,3.03702118254445e-05,"FNTAP2",1695,-132
"ENSG00000169230",262,665,1307,352,418,200,3.06905623438977e-05,"PRELID1",1696,-97
"ENSG00000148290",398,531,1472,428,609,402,3.07012079179833e-05,"SURF1",1697,469
"ENSG00000175548",14,45,62,881,864,1314,3.07107034674657e-05,"ALG10B",1698,834
"ENSG00000157654",115,190,141,2545,4036,4236,3.07160600849257e-05,"PALM2AKAP2",1699,NA
"ENSG00000127954",202,661,3405,275,51,20,3.07576756424997e-05,"STEAP4",1700,220
"ENSG00000144711",4061,4245,11116,3215,4758,1554,3.08022411707995e-05,"IQSEC1",1701,1885
"ENSG00000166432",36,61,174,3282,1192,2459,3.08774720620661e-05,"ZMAT1",1702,220
"ENSG00000217488",0,0,0,65,55,130,3.09150886726459e-05,"AL356057.1",1703,-124
"ENSG00000259073",1,4,0,171,140,196,3.0940017017533e-05,"FOXN3-AS2",1704,798
"ENSG00000279456",2,0,3,117,93,177,3.09908118898588e-05,"AL353763.1",1705,133
"ENSG00000174799",77,83,231,1687,1824,2179,3.11686342069852e-05,"CEP135",1706,1430
"ENSG00000214243",0,0,0,50,101,79,3.12474508661867e-05,"AC004980.2",1707,-140
"ENSG00000255220",0,1,0,103,99,139,3.12807505590723e-05,"DDX18P5",1708,-777
"ENSG00000170486",309,61,247,11,4,55,3.14172184105065e-05,"KRT72",1709,1070
"ENSG00000117592",4371,2657,6783,3491,3224,4311,3.14297732020176e-05,"PRDX6",1710,930
"ENSG00000102802",5,77,20,2,0,0,3.14824644097267e-05,"MEDAG",1711,876
"ENSG00000006712",1131,797,2875,965,1003,1218,3.15917388853561e-05,"PAF1",1712,854
"ENSG00000204351",1724,1061,2692,1814,1572,1291,3.15917388853561e-05,"SKIV2L",1713,1068
"ENSG00000206344",132,414,2894,99,227,53,3.16824459102336e-05,"HCG27",1714,956
"ENSG00000123600",89,75,64,1667,1508,1996,3.17538320413914e-05,"METTL8",1715,1220
"ENSG00000106771",244,230,363,3241,3231,3509,3.20796566814329e-05,"TMEM245",1716,1550
"ENSG00000237328",0,0,0,55,67,111,3.20796566814329e-05,"RAI1-AS1",1717,-115
"ENSG00000087258",131,99,133,63,16,7,3.22060308368545e-05,"GNAO1",1718,2313
"ENSG00000243279",95,72,110,60,27,63,3.22060308368545e-05,"PRAF2",1719,-1342
"ENSG00000146463",251,154,520,3864,5164,5311,3.22354869773546e-05,"ZMYM4",1720,1172
"ENSG00000267694",0,0,0,50,80,98,3.24207301052302e-05,"AP005131.5",1721,-128
"ENSG00000179240",25,17,43,939,337,1072,3.24397669294652e-05,"GVQW3",1722,-1472
"ENSG00000136100",215,238,407,3021,4474,4029,3.24607975373464e-05,"VPS36",1723,1379
"ENSG00000263089",2,0,1,111,142,96,3.267429262351e-05,"AC007114.2",1724,-468
"ENSG00000108370",146,358,17,32,18,7,3.2680821155862e-05,"RGS9",1725,836
"ENSG00000186350",4169,3030,11172,1775,3940,1107,3.27054755658634e-05,"RXRA",1726,677
"ENSG00000108669",6329,3326,6736,4147,4451,2507,3.27217199331721e-05,"CYTH1",1727,1617
"ENSG00000167077",305,216,751,298,284,148,3.28725073092026e-05,"MEI1",1728,2061
"ENSG00000182585",1,1,2,275,22,868,3.31220840273789e-05,"EPGN",1729,-569
"ENSG00000122679",10,41,13,4,1,1,3.31938735848982e-05,"RAMP3",1730,1595
"ENSG00000137261",56,48,51,17,1,13,3.31978925701995e-05,"KIAA0319",1731,1764
"ENSG00000115756",2732,1183,4000,2089,1575,1269,3.32295040340213e-05,"HPCAL1",1732,1031
"ENSG00000165480",12,11,36,286,796,507,3.32581179183872e-05,"SKA3",1733,820
"ENSG00000091583",86,1,9,0,0,0,3.34639111757765e-05,"APOH",1734,NA
"ENSG00000121892",686,576,1337,9041,10893,10463,3.35351258079885e-05,"PDS5A",1735,1239
"ENSG00000154874",11,9,16,981,122,1127,3.35351258079885e-05,"CCDC144B",1736,617
"ENSG00000049249",90,48,56,40,20,14,3.35442072900058e-05,"TNFRSF9",1737,540
"ENSG00000137807",33,9,22,471,1314,808,3.35442072900058e-05,"KIF23",1738,943
"ENSG00000049449",21,32,24,822,426,838,3.35591611781371e-05,"RCN1",1739,5868
"ENSG00000288032",0,0,0,56,71,86,3.36573202466313e-05,"AC104472.5",1740,NA
"ENSG00000106462",137,65,170,1909,2356,1987,3.37920420292214e-05,"EZH2",1741,-120
"ENSG00000259536",3,2,0,25,1558,686,3.40199875554969e-05,"AC091045.1",1742,901
"ENSG00000263219",2,1,1,105,136,90,3.42263059034812e-05,"RYKP1",1743,-59
"ENSG00000125462",27,28,71,22,16,26,3.46253425184708e-05,"MIR9-1HG",1744,3596
"ENSG00000187775",563,451,3079,586,362,344,3.49055197826101e-05,"DNAH17",1745,3633
"ENSG00000101098",5,17,34,1,0,2,3.49479269049316e-05,"RIMS4",1746,2673
"ENSG00000198042",40,50,64,729,739,699,3.52219189343332e-05,"MAK16",1747,1418
"ENSG00000051825",192,151,97,3746,4174,5442,3.54441915299649e-05,"MPHOSPH9",1748,1457
"ENSG00000217231",0,0,0,90,66,54,3.55138705402153e-05,"AL109755.1",1749,-146
"ENSG00000086544",182,765,9543,324,267,264,3.5692859589155e-05,"ITPKC",1750,579
"ENSG00000174370",1,4,1,128,375,120,3.57245352125907e-05,"C11orf45",1751,-367
"ENSG00000088305",22,2,6,1656,237,2287,3.59556106987182e-05,"DNMT3B",1752,1020
"ENSG00000249019",2,0,0,126,158,116,3.5957476682499e-05,"AC108471.1",1753,-77
"ENSG00000226746",1,2,1,110,86,173,3.59658856534332e-05,"SMCR5",1754,992
"ENSG00000147059",0,0,1,118,85,127,3.60310661765422e-05,"SPIN2A",1755,-801
"ENSG00000234619",0,1,4,134,96,121,3.60310661765422e-05,"RPL7P11",1756,-221
"ENSG00000253755",22,7,19,1925,2768,134,3.61229589468245e-05,"IGHGP",1757,3119
"ENSG00000116691",689,1015,3616,721,988,464,3.62597154155003e-05,"MIIP",1758,518
"ENSG00000103496",1784,1002,2534,1378,916,1496,3.62954203106176e-05,"STX4",1759,1618
"ENSG00000232344",0,0,2,160,132,102,3.63594666199891e-05,"AC087163.1",1760,-487
"ENSG00000270429",2,0,0,141,102,225,3.63875236392038e-05,"KNOP1P2",1761,603
"ENSG00000198915",121,231,1191,76,49,164,3.64740912971295e-05,"RASGEF1A",1762,1131
"ENSG00000182853",20,19,57,12,5,1,3.65517832789863e-05,"VMO1",1763,1533
"ENSG00000137216",845,889,1775,832,571,199,3.65929428112869e-05,"TMEM63B",1764,1285
"ENSG00000231104",0,0,0,86,53,69,3.71996918512213e-05,"AC022395.1",1765,-152
"ENSG00000176890",27,8,6,721,729,727,3.74257216117717e-05,"TYMS",1766,7566
"ENSG00000270531",0,0,0,70,179,43,3.75358412947283e-05,"AC022001.1",1767,-116
"ENSG00000188404",19170,17489,232761,9471,10660,18274,3.76080992120757e-05,"SELL",1768,559
"ENSG00000124772",209,313,2194,285,138,97,3.77853990147389e-05,"CPNE5",1769,744
"ENSG00000213592",0,1,1,109,102,207,3.77853990147389e-05,"PPIAP42",1770,-890
"ENSG00000119866",263,63,99,5426,5662,8013,3.79983852616719e-05,"BCL11A",1771,-554
"ENSG00000229676",0,0,0,90,112,40,3.80151456430066e-05,"ZNF492",1772,755
"ENSG00000168060",84,111,153,101,80,104,3.8088324396099e-05,"NAALADL1",1773,642
"ENSG00000163104",65,150,175,2167,2425,3156,3.81622445967883e-05,"SMARCAD1",1774,936
"ENSG00000143226",4725,8456,48894,361,3502,159,3.82290536400155e-05,"FCGR2A",1775,270
"ENSG00000185825",2212,2619,17364,2489,1609,2036,3.82532076473584e-05,"BCAP31",1776,537
"ENSG00000278991",2,0,0,125,112,197,3.85545699202198e-05,"AC090181.3",1777,647
"ENSG00000230037",16,18,53,10,7,13,3.85661907838189e-05,"UBBP1",1778,24286
"ENSG00000105849",56,98,80,1869,1322,3105,3.86754653125443e-05,"POLR1F",1779,701
"ENSG00000286912",0,0,0,196,26,127,3.89062365738242e-05,"AC006008.1",1780,NA
"ENSG00000158710",14258,14846,47928,10784,8980,18615,3.90829540487034e-05,"TAGLN2",1781,627
"ENSG00000106692",87,68,61,2040,1209,2100,3.92848910133458e-05,"FKTN",1782,684
"ENSG00000108375",8,4,4,261,139,238,3.92848910133458e-05,"RNF43",1783,12031
"ENSG00000250733",0,0,0,75,58,66,3.94161363761542e-05,"C8orf17",1784,-161
"ENSG00000161813",78,100,144,1771,1316,2595,3.94696990307749e-05,"LARP4",1785,519
"ENSG00000167705",662,443,356,236,175,314,3.96475355451224e-05,"RILP",1786,811
"ENSG00000165072",1,14,12,492,266,2955,3.97322391683052e-05,"MAMDC2",1787,1268
"ENSG00000286864",8,0,0,575,543,479,3.99102505599755e-05,"AC012076.1",1788,NA
"ENSG00000220267",152,197,45,32,51,22,3.99901001182626e-05,"ACTBP8",1789,3946
"ENSG00000250461",0,0,1,84,383,79,4.0470675897255e-05,"AC122718.1",1790,-661
"ENSG00000087365",3646,3447,8721,4990,5336,4546,4.05977021394846e-05,"SF3B2",1791,1003
"ENSG00000162426",16,14,31,5,1,7,4.09953607467744e-05,"SLC45A1",1792,1270
"ENSG00000100350",63,31,40,1571,1008,913,4.10926625626485e-05,"FOXRED2",1793,873
"ENSG00000185658",362,370,728,6959,4719,7331,4.12077246996248e-05,"BRWD1",1794,873
"ENSG00000223935",20,8,55,3,7,6,4.14947528410955e-05,"LGALSL-DT",1795,23692
"ENSG00000170142",78,82,145,1160,1217,1443,4.15191665047733e-05,"UBE2E1",1796,23538
"ENSG00000125484",68,96,193,1480,1584,1796,4.16196820629444e-05,"GTF3C4",1797,998
"ENSG00000178301",3,13,10,211,349,467,4.21048671533089e-05,"AQP11",1798,-783
"ENSG00000047457",11,7,4,1829,235,281,4.24247692773324e-05,"CP",1799,130
"ENSG00000228292",0,0,0,65,55,84,4.24693216520321e-05,"AL512604.1",1800,-135
"ENSG00000010282",16,5,24,1,0,0,4.25294061007943e-05,"HHATL",1801,1838
"ENSG00000142025",24,8,12,1,1,2,4.25294061007943e-05,"DMRTC2",1802,828
"ENSG00000187642",35,9,9,1,2,1,4.25294061007943e-05,"PERM1",1803,932
"ENSG00000237972",3,0,1,134,101,122,4.25972307688021e-05,"TUBG1P",1804,2025
"ENSG00000119938",9,23,38,7,1,1,4.26003102827331e-05,"PPP1R3C",1805,2741
"ENSG00000204209",903,1070,2284,1463,1324,1330,4.27553680910745e-05,"DAXX",1806,-172
"ENSG00000253293",0,1,2,357,25,553,4.28076070952092e-05,"HOXA10",1807,1579
"ENSG00000280355",1,0,0,91,93,163,4.28076070952092e-05,"AL132656.4",1808,-183
"ENSG00000267274",3,0,5,112,135,147,4.28831646958979e-05,"AC008770.3",1809,-786
"ENSG00000122359",5520,5747,28503,4872,6430,5212,4.29485174565223e-05,"ANXA11",1810,951
"ENSG00000198729",11,9,25,3,0,1,4.31330906736779e-05,"PPP1R14C",1811,1489
"ENSG00000183604",27,20,12,474,788,854,4.33150790563601e-05,"SMG1P5",1812,205
"ENSG00000136840",1352,677,517,476,335,316,4.33918031755228e-05,"ST6GALNAC4",1813,795
"ENSG00000140525",207,106,159,2895,3528,3141,4.34583597033257e-05,"FANCI",1814,657
"ENSG00000204632",31,48,93,39,18,30,4.37789305299963e-05,"HLA-G",1815,-1568
"ENSG00000240583",276,909,142,129,26,84,4.38121349008735e-05,"AQP1",1816,657
"ENSG00000181450",23,44,32,794,619,943,4.39664065039173e-05,"ZNF678",1817,851
"ENSG00000064886",132,84,114,74,82,74,4.42024125354904e-05,"CHI3L2",1818,1087
"ENSG00000140941",2221,3763,13675,2619,2935,2918,4.42346636084564e-05,"MAP1LC3B",1819,641
"ENSG00000279636",0,3,0,109,160,227,4.43082541554137e-05,"LINC00216",1820,2033
"ENSG00000129968",4240,2968,2154,2175,1138,759,4.47085836845425e-05,"ABHD17A",1821,2441
"ENSG00000155366",593,616,387,291,310,111,4.49309450000276e-05,"RHOC",1822,-1083
"ENSG00000177169",2983,1706,7149,3066,2245,1918,4.53804104127275e-05,"ULK1",1823,1664
"ENSG00000163864",19,19,22,483,308,763,4.5952902397594e-05,"NMNAT3",1824,1592
"ENSG00000124787",10,7,16,180,253,304,4.60381287742461e-05,"RPP40",1825,203
"ENSG00000180096",1421,1393,422,432,152,379,4.60381287742461e-05,"SEPTIN1",1826,1140
"ENSG00000239906",43,4,220,0,7,1,4.61949550462597e-05,"AL627309.2",1827,5201
"ENSG00000105402",2064,1005,1688,1268,1088,815,4.62715029541797e-05,"NAPA",1828,-1172
"ENSG00000151929",858,165,196,119,17,12,4.64036963301168e-05,"BAG3",1829,913
"ENSG00000196154",4559,13434,24758,1724,7163,2993,4.64077266201402e-05,"S100A4",1830,526
"ENSG00000138346",39,25,25,668,747,636,4.64190071350218e-05,"DNA2",1831,1190
"ENSG00000174038",0,0,0,53,53,175,4.64712384893969e-05,"C9orf131",1832,694
"ENSG00000188738",2,1,0,251,60,229,4.65312604170153e-05,"FSIP2",1833,-268
"ENSG00000270614",0,0,0,65,51,93,4.66396165238104e-05,"AC011451.2",1834,-136
"ENSG00000120254",96,45,127,2773,1765,1161,4.66495435115468e-05,"MTHFD1L",1835,188
"ENSG00000262209",1,2,1,89,97,266,4.71478729933384e-05,"PCDHGB3",1836,-30
"ENSG00000167196",70,77,233,1896,1620,2171,4.71888499679226e-05,"FBXO22",1837,1084
"ENSG00000181409",1048,1661,6359,1077,392,102,4.72304579459723e-05,"AATK",1838,1116
"ENSG00000122966",89,21,65,1539,2969,1555,4.74752918953293e-05,"CIT",1839,364
"ENSG00000130695",156,132,155,2346,2185,2365,4.76221671102822e-05,"CEP85",1840,1116
"ENSG00000129925",1741,1822,9759,2136,1435,828,4.77677158901974e-05,"PGAP6",1841,510
"ENSG00000245750",18,40,49,18,13,18,4.78458222129437e-05,"DRAIC",1842,11619
"ENSG00000162065",97,59,70,2190,1354,1453,4.79708264506209e-05,"TBC1D24",1843,1563
"ENSG00000204356",711,737,2011,864,1049,883,4.79914816200962e-05,"NELFE",1844,1237
"ENSG00000075043",25,6,88,5,6,7,4.80455075637627e-05,"KCNQ2",1845,3622
"ENSG00000238246",5,0,3,100,282,256,4.80643057403678e-05,"AC069549.1",1846,-198
"ENSG00000265194",2,6,0,409,177,258,4.80643057403678e-05,"AL359922.2",1847,4135
"ENSG00000119632",101,300,583,155,114,162,4.80864679120699e-05,"IFI27L2",1848,1606
"ENSG00000154898",3,1,2,147,74,211,4.80992162116543e-05,"CCDC144CP",1849,291
"ENSG00000184083",46,43,65,650,705,769,4.80992162116543e-05,"FAM120C",1850,842
"ENSG00000106400",508,715,1948,690,789,620,4.81101259509443e-05,"ZNHIT1",1851,916
"ENSG00000263381",0,0,0,49,58,157,4.83463687807626e-05,"MIR5584",1852,-86
"ENSG00000285966",23,46,8,0,1,4,4.84877748893836e-05,"AC007686.4",1853,NA
"ENSG00000206650",2,0,0,85,175,201,4.88035591501163e-05,"SNORA70G",1854,-1018
